dish,ingredient,quantity_g,quantity_basis,source_type,source_reference,mapping_status,confidence,notes
Matar Paneer,Paneer,40.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_ASSUMPTION,PROJECT_PORTION_ASSUMPTIONS,VERIFIED,1.0,Fresh paneer cubes
Matar Paneer,Green peas,30.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_ASSUMPTION,PROJECT_PORTION_ASSUMPTIONS,VERIFIED,1.0,Green peas
Matar Paneer,Tomato,20.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_ASSUMPTION,PROJECT_PORTION_ASSUMPTIONS,VERIFIED,0.95,Tomato gravy
Matar Paneer,Onion,15.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_ASSUMPTION,PROJECT_PORTION_ASSUMPTIONS,VERIFIED,0.95,Onion gravy
Matar Paneer,Vegetable oil,5.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_ASSUMPTION,PROJECT_PORTION_ASSUMPTIONS,VERIFIED,0.95,Cooking oil
Mathi,"Wheat flour, refined",35.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_ASSUMPTION,PROJECT_PORTION_ASSUMPTIONS,VERIFIED,1.0,Refined flour dough
Mathi,Vegetable oil,8.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_ASSUMPTION,PROJECT_PORTION_ASSUMPTIONS,VERIFIED,0.95,Deep frying oil uptake
Milk,"Milk, whole, cow",150.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_ASSUMPTION,PROJECT_PORTION_ASSUMPTIONS,VERIFIED,1.0,Standard single glass milk serving
Mint Raita,Curd / Dahi,90.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_ASSUMPTION,PROJECT_PORTION_ASSUMPTIONS,APPROXIMATE,0.9,Curd base
Mint Raita,Mint leaves,10.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_ASSUMPTION,PROJECT_PORTION_ASSUMPTIONS,VERIFIED,1.0,Crushed fresh mint
Mix Dal Amritsari,"Red gram, dal",10.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_ASSUMPTION,PROJECT_PORTION_ASSUMPTIONS,VERIFIED,1.0,Toor dal component
Mix Dal Amritsari,"Bengal gram, dal",10.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_ASSUMPTION,PROJECT_PORTION_ASSUMPTIONS,VERIFIED,1.0,Chana dal component
Mix Dal Amritsari,"Black gram, dal",5.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_ASSUMPTION,PROJECT_PORTION_ASSUMPTIONS,VERIFIED,1.0,Urad dal component
Mix Dal Amritsari,"Green gram, dal",5.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_ASSUMPTION,PROJECT_PORTION_ASSUMPTIONS,VERIFIED,1.0,Moong dal component
Mix Dal Amritsari,Tomato,10.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_ASSUMPTION,PROJECT_PORTION_ASSUMPTIONS,VERIFIED,0.95,Tomato base
Mix Dal Amritsari,Onion,10.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_ASSUMPTION,PROJECT_PORTION_ASSUMPTIONS,VERIFIED,0.95,Onion base
Mix Dal Amritsari,Ghee,5.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_ASSUMPTION,PROJECT_PORTION_ASSUMPTIONS,VERIFIED,1.0,Tadka ghee
Mix Pakora,"Bengal gram, flour",25.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_ASSUMPTION,PROJECT_PORTION_ASSUMPTIONS,VERIFIED,0.95,Besan batter
Mix Pakora,Potato,20.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_ASSUMPTION,PROJECT_PORTION_ASSUMPTIONS,VERIFIED,0.95,Sliced potato
Mix Pakora,Onion,20.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_ASSUMPTION,PROJECT_PORTION_ASSUMPTIONS,VERIFIED,0.95,Sliced onion
Mix Pakora,Cabbage,15.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_ASSUMPTION,PROJECT_PORTION_ASSUMPTIONS,VERIFIED,1.0,Shredded cabbage
Mix Pakora,Vegetable oil,8.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_ASSUMPTION,PROJECT_PORTION_ASSUMPTIONS,VERIFIED,0.95,Deep frying oil uptake
Mix Raita,Curd / Dahi,75.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_ASSUMPTION,PROJECT_PORTION_ASSUMPTIONS,APPROXIMATE,0.9,Curd base
Mix Raita,Cucumber,15.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_ASSUMPTION,PROJECT_PORTION_ASSUMPTIONS,VERIFIED,1.0,Finely chopped cucumber
Mix Raita,Tomato,10.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_ASSUMPTION,PROJECT_PORTION_ASSUMPTIONS,VERIFIED,0.95,Finely chopped tomato
Mix Veg,Potato,20.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_ASSUMPTION,PROJECT_PORTION_ASSUMPTIONS,VERIFIED,0.95,Diced potato
Mix Veg,Cauliflower,20.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_ASSUMPTION,PROJECT_PORTION_ASSUMPTIONS,VERIFIED,1.0,Cauliflower florets
Mix Veg,Carrot,15.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_ASSUMPTION,PROJECT_PORTION_ASSUMPTIONS,VERIFIED,1.0,Diced carrot
Mix Veg,Green peas,15.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_ASSUMPTION,PROJECT_PORTION_ASSUMPTIONS,VERIFIED,1.0,Green peas
Mix Veg,French beans,10.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_ASSUMPTION,PROJECT_PORTION_ASSUMPTIONS,VERIFIED,1.0,Chopped green beans
Mix Veg,Tomato,10.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_ASSUMPTION,PROJECT_PORTION_ASSUMPTIONS,VERIFIED,0.95,Tomato base
Mix Veg,Vegetable oil,5.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_ASSUMPTION,PROJECT_PORTION_ASSUMPTIONS,VERIFIED,0.95,Cooking oil
Moong Dal,"Green gram, dal",30.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_ASSUMPTION,PROJECT_PORTION_ASSUMPTIONS,VERIFIED,1.0,Raw yellow moong dal issuance
Moong Dal,Tomato,10.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_ASSUMPTION,PROJECT_PORTION_ASSUMPTIONS,VERIFIED,0.95,Tomato base
Moong Dal,Onion,10.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_ASSUMPTION,PROJECT_PORTION_ASSUMPTIONS,VERIFIED,0.95,Onion base
Moong Dal,Ghee,5.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_ASSUMPTION,PROJECT_PORTION_ASSUMPTIONS,VERIFIED,1.0,Tadka ghee
Moong Dal,Cumin seeds,1.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_ASSUMPTION,PROJECT_PORTION_ASSUMPTIONS,VERIFIED,1.0,Cumin tempering
Moong Sabut,"Green gram, whole",30.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_ASSUMPTION,PROJECT_PORTION_ASSUMPTIONS,VERIFIED,1.0,Raw whole green moong issuance
Moong Sabut,Tomato,10.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_ASSUMPTION,PROJECT_PORTION_ASSUMPTIONS,VERIFIED,0.95,Tomato base
Moong Sabut,Onion,10.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_ASSUMPTION,PROJECT_PORTION_ASSUMPTIONS,VERIFIED,0.95,Onion base
Moong Sabut,Vegetable oil,5.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_ASSUMPTION,PROJECT_PORTION_ASSUMPTIONS,VERIFIED,0.95,Cooking oil
Muffin,Commercial muffin,40.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_ASSUMPTION,PROJECT_PORTION_ASSUMPTIONS,UNMAPPED,0.0,Single commercial bakery muffin
Namak Pare,"Wheat flour, refined",35.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_ASSUMPTION,PROJECT_PORTION_ASSUMPTIONS,VERIFIED,1.0,Refined flour dough
Namak Pare,Vegetable oil,8.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_ASSUMPTION,PROJECT_PORTION_ASSUMPTIONS,VERIFIED,0.95,Deep frying oil uptake
Namkeen,Commercial namkeen,30.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_ASSUMPTION,PROJECT_PORTION_ASSUMPTIONS,UNMAPPED,0.0,Commercial savoury fried mixture portion
Namkeen Seviyan,"Wheat, vermicelli",40.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_ASSUMPTION,PROJECT_PORTION_ASSUMPTIONS,VERIFIED,1.0,Roasted vermicelli
Namkeen Seviyan,Onion,15.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_ASSUMPTION,PROJECT_PORTION_ASSUMPTIONS,VERIFIED,0.95,Sautéed onion
Namkeen Seviyan,Green peas,15.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_ASSUMPTION,PROJECT_PORTION_ASSUMPTIONS,VERIFIED,1.0,Green peas
Namkeen Seviyan,Tomato,10.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_ASSUMPTION,PROJECT_PORTION_ASSUMPTIONS,VERIFIED,0.95,Tomato
Namkeen Seviyan,Vegetable oil,5.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_ASSUMPTION,PROJECT_PORTION_ASSUMPTIONS,VERIFIED,0.95,Cooking oil
Nutry Masala,Soyabean chunks,30.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_ASSUMPTION,PROJECT_PORTION_ASSUMPTIONS,APPROXIMATE,0.8,Dry soya chunks
Nutry Masala,Tomato,20.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_ASSUMPTION,PROJECT_PORTION_ASSUMPTIONS,VERIFIED,0.95,Tomato gravy
Nutry Masala,Onion,15.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_ASSUMPTION,PROJECT_PORTION_ASSUMPTIONS,VERIFIED,0.95,Onion gravy
Nutry Masala,Vegetable oil,5.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_ASSUMPTION,PROJECT_PORTION_ASSUMPTIONS,VERIFIED,0.95,Cooking oil
Nutry Masala,Ginger,2.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_ASSUMPTION,PROJECT_PORTION_ASSUMPTIONS,VERIFIED,1.0,Fresh ginger
Nutry Masala,Garlic,2.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_ASSUMPTION,PROJECT_PORTION_ASSUMPTIONS,VERIFIED,0.95,Fresh garlic
Nutry Matar,Soyabean chunks,25.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_ASSUMPTION,PROJECT_PORTION_ASSUMPTIONS,APPROXIMATE,0.8,Dry soya chunks
Nutry Matar,Green peas,30.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_ASSUMPTION,PROJECT_PORTION_ASSUMPTIONS,VERIFIED,1.0,Green peas
Nutry Matar,Tomato,20.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_ASSUMPTION,PROJECT_PORTION_ASSUMPTIONS,VERIFIED,0.95,Tomato gravy
Nutry Matar,Onion,15.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_ASSUMPTION,PROJECT_PORTION_ASSUMPTIONS,VERIFIED,0.95,Onion gravy
Nutry Matar,Vegetable oil,5.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_ASSUMPTION,PROJECT_PORTION_ASSUMPTIONS,VERIFIED,0.95,Cooking oil
Omelette,"Egg, whole",50.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_ASSUMPTION,PROJECT_PORTION_ASSUMPTIONS,VERIFIED,1.0,Single whole beaten egg
Omelette,Onion,15.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_ASSUMPTION,PROJECT_PORTION_ASSUMPTIONS,VERIFIED,0.95,Finely chopped onion
Omelette,Tomato,10.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_ASSUMPTION,PROJECT_PORTION_ASSUMPTIONS,VERIFIED,0.95,Finely chopped tomato
Omelette,Vegetable oil,5.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_ASSUMPTION,PROJECT_PORTION_ASSUMPTIONS,VERIFIED,0.95,Pan frying oil
Omelette,Green chilli,2.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_ASSUMPTION,PROJECT_PORTION_ASSUMPTIONS,VERIFIED,0.95,Green chilli
Onion,Onion,40.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_ASSUMPTION,PROJECT_PORTION_ASSUMPTIONS,VERIFIED,0.95,Raw salad onion slices
Palak Corn,Spinach,50.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_ASSUMPTION,PROJECT_PORTION_ASSUMPTIONS,VERIFIED,1.0,Pureed spinach leaves
Palak Corn,Sweet corn,30.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_ASSUMPTION,PROJECT_PORTION_ASSUMPTIONS,VERIFIED,1.0,Sweet corn kernels
Palak Corn,Tomato,15.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_ASSUMPTION,PROJECT_PORTION_ASSUMPTIONS,VERIFIED,0.95,Tomato base
Palak Corn,Onion,10.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_ASSUMPTION,PROJECT_PORTION_ASSUMPTIONS,VERIFIED,0.95,Onion base
Palak Corn,Vegetable oil,5.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_ASSUMPTION,PROJECT_PORTION_ASSUMPTIONS,VERIFIED,0.95,Cooking oil
Panchmail Dal,"Red gram, dal",6.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_ASSUMPTION,PROJECT_PORTION_ASSUMPTIONS,VERIFIED,1.0,Toor dal
Panchmail Dal,"Bengal gram, dal",6.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_ASSUMPTION,PROJECT_PORTION_ASSUMPTIONS,VERIFIED,1.0,Chana dal
Panchmail Dal,"Green gram, dal",6.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_ASSUMPTION,PROJECT_PORTION_ASSUMPTIONS,VERIFIED,1.0,Moong dal
Panchmail Dal,"Black gram, dal",6.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_ASSUMPTION,PROJECT_PORTION_ASSUMPTIONS,VERIFIED,1.0,Urad dal
Panchmail Dal,"Lentil, dal",6.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_ASSUMPTION,PROJECT_PORTION_ASSUMPTIONS,VERIFIED,1.0,Masoor dal
Panchmail Dal,Tomato,10.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_ASSUMPTION,PROJECT_PORTION_ASSUMPTIONS,VERIFIED,0.95,Tomato base
Panchmail Dal,Onion,10.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_ASSUMPTION,PROJECT_PORTION_ASSUMPTIONS,VERIFIED,0.95,Onion base
Panchmail Dal,Ghee,5.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_ASSUMPTION,PROJECT_PORTION_ASSUMPTIONS,VERIFIED,1.0,Tadka ghee
Paneer Butter Masala,Paneer,40.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_ASSUMPTION,PROJECT_PORTION_ASSUMPTIONS,VERIFIED,1.0,Fresh paneer cubes
Paneer Butter Masala,Tomato,25.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_ASSUMPTION,PROJECT_PORTION_ASSUMPTIONS,VERIFIED,0.95,Makhani tomato gravy
Paneer Butter Masala,Onion,15.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_ASSUMPTION,PROJECT_PORTION_ASSUMPTIONS,VERIFIED,0.95,Gravy onion
Paneer Butter Masala,Butter,6.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_ASSUMPTION,PROJECT_PORTION_ASSUMPTIONS,VERIFIED,0.95,Butter finish
Paneer Butter Masala,"Milk, whole, cow",10.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_ASSUMPTION,PROJECT_PORTION_ASSUMPTIONS,VERIFIED,1.0,Milk/cream base
Paneer Butter Masala,Vegetable oil,5.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_ASSUMPTION,PROJECT_PORTION_ASSUMPTIONS,VERIFIED,0.95,Cooking oil
Paneer Chettinad,Paneer,40.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_ASSUMPTION,PROJECT_PORTION_ASSUMPTIONS,VERIFIED,1.0,Fresh paneer cubes
Paneer Chettinad,Tomato,20.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_ASSUMPTION,PROJECT_PORTION_ASSUMPTIONS,VERIFIED,0.95,Chettinad tomato base
Paneer Chettinad,Onion,15.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_ASSUMPTION,PROJECT_PORTION_ASSUMPTIONS,VERIFIED,0.95,Onion base
Paneer Chettinad,"Coconut, dry",6.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_ASSUMPTION,PROJECT_PORTION_ASSUMPTIONS,VERIFIED,1.0,Chettinad coconut spice paste
Paneer Chettinad,Vegetable oil,5.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_ASSUMPTION,PROJECT_PORTION_ASSUMPTIONS,VERIFIED,0.95,Cooking oil
Paneer Do Pyaza,Paneer,40.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_ASSUMPTION,PROJECT_PORTION_ASSUMPTIONS,VERIFIED,1.0,Fresh paneer cubes
Paneer Do Pyaza,Onion,35.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_ASSUMPTION,PROJECT_PORTION_ASSUMPTIONS,VERIFIED,0.95,Double stage sautéed onions
Paneer Do Pyaza,Tomato,20.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_ASSUMPTION,PROJECT_PORTION_ASSUMPTIONS,VERIFIED,0.95,Tomato gravy
Paneer Do Pyaza,Vegetable oil,5.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_ASSUMPTION,PROJECT_PORTION_ASSUMPTIONS,VERIFIED,0.95,Cooking oil
Paneer Kolhapuri,Paneer,40.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_ASSUMPTION,PROJECT_PORTION_ASSUMPTIONS,VERIFIED,1.0,Fresh paneer cubes
Paneer Kolhapuri,Tomato,20.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_ASSUMPTION,PROJECT_PORTION_ASSUMPTIONS,VERIFIED,0.95,Spicy tomato gravy
Paneer Kolhapuri,Onion,15.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_ASSUMPTION,PROJECT_PORTION_ASSUMPTIONS,VERIFIED,0.95,Onion gravy
Paneer Kolhapuri,"Coconut, dry",6.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_ASSUMPTION,PROJECT_PORTION_ASSUMPTIONS,VERIFIED,1.0,Roasted desiccated coconut
Paneer Kolhapuri,Vegetable oil,5.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_ASSUMPTION,PROJECT_PORTION_ASSUMPTIONS,VERIFIED,0.95,Cooking oil
Paneer Lababdar,Paneer,40.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_ASSUMPTION,PROJECT_PORTION_ASSUMPTIONS,VERIFIED,1.0,Fresh paneer cubes
Paneer Lababdar,Tomato,25.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_ASSUMPTION,PROJECT_PORTION_ASSUMPTIONS,VERIFIED,0.95,Lababdar tomato base
Paneer Lababdar,Onion,15.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_ASSUMPTION,PROJECT_PORTION_ASSUMPTIONS,VERIFIED,0.95,Gravy onion
Paneer Lababdar,"Milk, whole, cow",10.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_ASSUMPTION,PROJECT_PORTION_ASSUMPTIONS,VERIFIED,1.0,Milk enrichment
Paneer Lababdar,Vegetable oil,5.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_ASSUMPTION,PROJECT_PORTION_ASSUMPTIONS,VERIFIED,0.95,Cooking oil
Pav Bhaji,Commercial bun,40.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_ASSUMPTION,PROJECT_PORTION_ASSUMPTIONS,VERIFIED,0.9,Single pav bun
Pav Bhaji,Potato,40.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_ASSUMPTION,PROJECT_PORTION_ASSUMPTIONS,VERIFIED,0.95,Bhaji boiled potato base
Pav Bhaji,Tomato,20.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_ASSUMPTION,PROJECT_PORTION_ASSUMPTIONS,VERIFIED,0.95,Bhaji tomato puree
Pav Bhaji,Cauliflower,15.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_ASSUMPTION,PROJECT_PORTION_ASSUMPTIONS,VERIFIED,1.0,Bhaji mixed vegetables
Pav Bhaji,Green peas,15.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_ASSUMPTION,PROJECT_PORTION_ASSUMPTIONS,VERIFIED,1.0,Bhaji green peas
Pav Bhaji,"Capsicum, green",10.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_ASSUMPTION,PROJECT_PORTION_ASSUMPTIONS,VERIFIED,1.0,Bhaji capsicum
Pav Bhaji,Onion,10.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_ASSUMPTION,PROJECT_PORTION_ASSUMPTIONS,VERIFIED,0.95,Bhaji sautéed onion
Pav Bhaji,Butter,8.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_ASSUMPTION,PROJECT_PORTION_ASSUMPTIONS,VERIFIED,0.95,Butter for bhaji and pav
Pickle,Commercial pickle,15.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_ASSUMPTION,PROJECT_PORTION_ASSUMPTIONS,UNMAPPED,0.0,Single commercial pickle portion
Pink Sauce Pasta,Commercial pasta,60.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_ASSUMPTION,PROJECT_PORTION_ASSUMPTIONS,UNMAPPED,0.0,Commercial pasta serving
Plain Curd,Curd / Dahi,100.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_ASSUMPTION,PROJECT_PORTION_ASSUMPTIONS,APPROXIMATE,0.9,Standard single katori curd serving
Plain Rice,"Rice, raw/parboiled",50.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_ASSUMPTION,PROJECT_PORTION_ASSUMPTIONS,VERIFIED,1.0,Standard single serving raw rice grain
Poha,"Rice, flakes",40.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_ASSUMPTION,PROJECT_PORTION_ASSUMPTIONS,VERIFIED,1.0,Flattened rice flakes
Poha,Onion,15.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_ASSUMPTION,PROJECT_PORTION_ASSUMPTIONS,VERIFIED,0.95,Sautéed onion
Poha,Groundnut / Peanut,5.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_ASSUMPTION,PROJECT_PORTION_ASSUMPTIONS,VERIFIED,1.0,Roasted peanuts
Poha,Vegetable oil,5.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_ASSUMPTION,PROJECT_PORTION_ASSUMPTIONS,VERIFIED,0.95,Tempering cooking oil
Poha,Green chilli,2.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_ASSUMPTION,PROJECT_PORTION_ASSUMPTIONS,VERIFIED,0.95,Spiced green chilli
Poori,"Wheat flour, atta",30.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_ASSUMPTION,PROJECT_PORTION_ASSUMPTIONS,VERIFIED,1.0,Single poori raw flour weight
Poori,Vegetable oil,8.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_ASSUMPTION,PROJECT_PORTION_ASSUMPTIONS,VERIFIED,0.95,Deep frying oil uptake per poori
Poori Aloo Chana,"Wheat flour, atta",30.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_ASSUMPTION,PROJECT_PORTION_ASSUMPTIONS,VERIFIED,1.0,Poori raw flour
Poori Aloo Chana,Vegetable oil,8.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_ASSUMPTION,PROJECT_PORTION_ASSUMPTIONS,VERIFIED,0.95,Poori frying oil
Poori Aloo Chana,Potato,30.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_ASSUMPTION,PROJECT_PORTION_ASSUMPTIONS,VERIFIED,0.95,Aloo sabzi potato
Poori Aloo Chana,"Bengal gram, whole",15.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_ASSUMPTION,PROJECT_PORTION_ASSUMPTIONS,VERIFIED,1.0,Black chana issuance
Poori Aloo Chana,Onion,10.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_ASSUMPTION,PROJECT_PORTION_ASSUMPTIONS,VERIFIED,0.95,Curry onion
Poori Aloo Chana,Tomato,10.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_ASSUMPTION,PROJECT_PORTION_ASSUMPTIONS,VERIFIED,0.95,Curry tomato
Poori Aloo Chana,Vegetable oil,5.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_ASSUMPTION,PROJECT_PORTION_ASSUMPTIONS,VERIFIED,0.95,Curry cooking oil
Rajmah,Kidney beans,30.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_ASSUMPTION,PROJECT_PORTION_ASSUMPTIONS,VERIFIED,0.95,Raw red kidney beans issuance
Rajmah,Tomato,15.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_ASSUMPTION,PROJECT_PORTION_ASSUMPTIONS,VERIFIED,0.95,Thick tomato gravy base
Rajmah,Onion,15.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_ASSUMPTION,PROJECT_PORTION_ASSUMPTIONS,VERIFIED,0.95,Gravy onion base
Rajmah,Vegetable oil,5.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_ASSUMPTION,PROJECT_PORTION_ASSUMPTIONS,VERIFIED,0.95,Cooking oil
Rajmah,Ginger,2.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_ASSUMPTION,PROJECT_PORTION_ASSUMPTIONS,VERIFIED,1.0,Fresh ginger paste
Rajmah,Garlic,2.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_ASSUMPTION,PROJECT_PORTION_ASSUMPTIONS,VERIFIED,0.95,Fresh garlic paste
Rusk,Commercial rusk,25.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_ASSUMPTION,PROJECT_PORTION_ASSUMPTIONS,UNMAPPED,0.0,Two pieces commercial bakery rusk
